id,Covariate,lq,me,mean,uq,n,sd,se,inv_se,sex,strategy
1106,mean_speed_other,23.37969815,24.64441767,24.64808768,26.04105403,1000,0.67823159,0.021447566,2173.922071,F,Allocentric
1106,mean_speed_wood,19.1212715,19.76982126,19.77225043,20.37141429,1000,0.309412391,0.009784479,10445.38846,F,Allocentric
1106,sl_,-0.017302717,-0.010782504,-0.010828123,-0.004551151,1000,0.003243731,0.000102576,95040845.36,F,Allocentric
1123,cos_ta_,-0.868255417,-0.790440554,-0.790848491,-0.717092837,1000,0.03895739,0.001231941,658901.1969,M,Egocentric
1123,dist_feedr,-0.021301371,-0.01773067,-0.017756048,-0.014508065,1000,0.001755219,5.55E-05,324591522,M,Egocentric
1123,habitat_end,-0.640893003,-0.487247075,-0.489469792,-0.338862829,1000,0.075847159,0.002398498,173828.6526,M,Egocentric
1123,habitat_log_sl_,-0.317538775,-0.182814328,-0.180627975,-0.022926291,1000,0.077243353,0.002442649,167601.4474,M,Egocentric
1123,habitat_start_cos_ta,-0.829863641,-0.727691202,-0.729859199,-0.63900337,1000,0.049719665,0.001572274,404523.361,M,Egocentric
1123,habitat_start_sl_,0.013446636,0.019465003,0.019421708,0.025378981,1000,0.003256729,0.000102987,94283737.27,M,Egocentric
1123,log_RSS_wood2other,-0.640893003,-0.487247075,-0.489469792,-0.338862829,1000,0.075847159,0.002398498,173828.6526,M,Egocentric
1123,log_sl_,0.050007474,0.179278851,0.18076793,0.333874301,1000,0.073721249,0.002331271,183998.6482,M,Egocentric
1123,mean_speed_other,27.32470191,28.8691609,28.89913085,30.53198184,1000,0.833801648,0.026367123,1438.382868,M,Egocentric
1123,mean_speed_wood,21.66434011,22.51243112,22.53146747,23.4118974,1000,0.446731883,0.014126903,5010.788841,M,Egocentric
1123,sl_,-0.02173884,-0.013071064,-0.01331014,-0.005978436,1000,0.004070635,0.000128725,60349779.56,M,Egocentric
